id,название,тип,цена,ширина,длина,высота,материалы,цвета,новое,бренд,url_товара,url_картинки,стиль
288,Стол Алькор письменный компьютерный с ящиками и полками угловой,стол,19454,135,58,75,ЛДСП,"белый, серый, коричневый",1,a-a mebel,https://market.yandex.ru/card/stol-alkor-pismennyy-kompyuternyy-s-yashchikami-i-polkami-uglovoy-135kh58kh75-sm-belyy/103187856736?do-waremd5=Ri4k0TvhL3ffonh-4gS1cA&sponsored=1&cpc=iBsruNPrD3Ylu6_uw3xnwjISpiufeq9woh9YjdHrs-miMb5ug-s27n_LmOGiT89G38qu3FyYaIcAFqQwVoX7WNiMI9dwp4R0jP_bGQzt5-FyWkMm6R8jm6xip-UW_m183BJWZHSQ3Zo793XiqKvhYp6dDVQflcY2Iw5th6X60pgnudTiXA8qQJX-YPauXn8AQUDP5vxKMc4CvMu7x7HEHax7Pb5Pk_ThkL5Z66qThkEnzyP38UjmoXjL-Eoj7Y0-kuGZoeD2OdypGddcM-MNGbtO1PfaKlh7xR2ruzT4R5dq-4jb64V8xwv86OsCONqafsidfAG9pfD3yiy-XQ3EUN1LjrJLp-oQD7QwzfmAi7LQtgLMXZgJjIxNQh4FJvD0fwu4wKPgNWjrPRjdcbUu5T8mDzhY4taXFyxn6XWwMx8oBKsdycR-QarYTI12UE-5DT65rTtvYVr4pDV6QImmzBQCknge5oZHRnk2MQIPgjfEKlaL_rwsUo6zVixf3LjbTQU9l3gAhDsNi-wJzFDww_RUbzVRl41mA6T3rIBt5Hv0_HU7K9NQIGYhyR_BhJL51_9zp3qlD-149tZ-6JFhArSVmcXLS1dFEezgf_X9iLWxJ_ORR-k2SvN-sxk_-wxKEyyH3kNha0gXuqvo874DkIIfKu8W6p4oZcOkfxlOwThsZqyOpWvWpLu6qk31sD0wijtjLSNpVKVyAJLVs3Y1pXw3x8dPDGmildoPJEG4IZllYoXOzBaPj1sZtV48M4hEYxHfq1czCp_eOSFTAbOKBKl5-OnAewSJlOc4RC3jxCx6ChA8zI9iAM13qth49kTO3TiSgGc6woVjHLa1uBVvjAeXQZEVzrdzVwEsVtYv1XGpGeSH15cpQJuMvUIH9LgMVJ86heQPRynMjI8WsLdCcOKgL4Cy1KU8kjbkxENuPIYICUDQYsazKuMrkAeUgOsJ43moqemuHxOMVQ-sx4h_RUXjbAH7zz470WT0DxThDmYnawHht-pwSsILwAlgr0ts3i51VEIISkiZVgr2jp4xKcbLvarNPAGY&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/12016886/2a00000196586b5927079b7b3f8b5e5d69c2/optimize,"современный, лофт"
289,Стол офисный,стол,9900,100,57,75,"металл, ЛДСП","коричневый, серый, белый",1,pollytime,https://market.yandex.ru/card/stol-pismennyy-ofisnyy-loft-100sm/102976732678?do-waremd5=AhITwK3uNUa0EkAd-RGglQ&sponsored=1&cpc=iBsruNPrD3YAV4pjv8gVnCvCGjdH61pKevjoiQdclNhR-0oTfkA17dN4Wdka2ALbFk_z_tcmc10g6272VLP1vuiMTAXzh2jFWWVfiAY52TWw6o5PRowCj_PLY-h4-jK3CnsvIkabAx5NdYw1EvroyWh3b1LMYj449uMR3x6KkM9MPw4bPQGtAMN1yFiu7YOGtpYkQPFUnzNvPELWVtprmG8sxQJaKXnlQhepqamhiDEIFKOT76IEiCDg5GT2KueqNH4AU-UMOIb2phPoNNYaWvxskqhpGtNnnSGR4Hqn-B0WSpZTAM5kcVTFeozNYRywuiDKd9H0W7ODyVOZ5edDIsO3BY9ayK3xOLyx1WZSXaom0RNxNnCgES17pqW5fJEzdc4QwUJGPxEpoNmRyyFd4D2e9ScYxH1xNVeIQnmSpTjEZJFNRH38CJd_YswBCldItHgktk87Rt_u_KsfBgwho0SxEU2pTXwRczT31e6S7IjZoL78QKv9p_uFXiUpZuV8Ru_5LSdEu5uJTh8UX7yBskMfZPFLlILsQsaHHgRUut6Bydtblol9FAGFRFwe33_LXlSCCaTkAAtSLfJYmTMMYO52lgCM_FJjNDYZ99aoU2cfgCSJ5MQjf93Tj6hyrGHxRhHU2kBcYBrRkFm3LCPeEeb21qsuFXb3CGqClHpX1pk-9B7sY9bpgrAYbkJVd11eXhon1cnsywD7U-WdDnjQ3WY_LkPZfflji_6toGZjKzgiiQA4L1NnSzo6o-4jTkDnDt97gh9mbCxVmiFILr4XAAY6RpfqjN-FTiIoWt9KHamOzReEec2HKX3bA1uAvU9zwwKAmHkm28KBMgNLnOKugWmAdl0Lx7uq3ct89xdlmiI9OCGNDBUOjeS4amq_2OJ_rlnhrRfjNcjxQAGrPs9Xq6_pdumkVWCCzkNdd9gl7ePjpK75xyaaIiZ5gLQcL6GEXkv7TMpoCHoGpqur8mQ8CrPDwbCoHUm74e0nvDoobhKztP79PFAAfwLh9MvVrA4Oo4Xa1lqrZq_HIYufhyDpw-QbYIN9BjO8zteOa3OJGCyQ3afSlw5R0rOTiX_STNlm1xt8gllWpu0i77anl_c0BOYDZmNCq-GQmLIpQawVXqKyDbL8zKefg4DKW-nLbyYmkhC3WOMqWiT5-pXI6Tw3nOFyg-iBtDBfZx8VX3hDAj0%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16388639/2a0000019854edbad335d0a8739e3a980778/optimize,"лофт, классический"
290,Стол письменный,стол,7744,130,60,78,ЛДСП,белый,1,уютная логика,https://market.yandex.ru/card/stol-kvazar-ms-7-3-yashchika-13078460-belyy/102095029657?do-waremd5=lQV7WHkr88WBj0XHnIHbuA&sponsored=1&cpc=iBsruNPrD3YplbjJFr1pWBPRoZm1yXgAj6sZKB8JuTIC-KtexrF4WSkQUNJhHXSkGScDLDftFjX3pQGScKTDwA5Ku2YsAQypqfX7OqCXJTrS43yjf7XcFy5i6fveW5iFOChfTS1fhb2fB4RUyFb0428InDFGi_WMSacPUAGSF-gwq0MHMDwX88MBVlcAoA9KsIXb5nHcMERXeEVxUdboxsgaxC5toFwKt6mpQ37kkYD0roZcI7PC16RCD6snfBoxLV-Uebi4JduZPzhGJFzW_O1YSaafsZnk2heO0ENgcO0Bmv7XMzbHzBwAKAw-NNG9YMSg9caAGtFPeqcIPB7Kk4uFJWpbuSOvIoZ1U5CWvEKA0sFkist-c1wGpj2OGoZ7plRYSuIeMFJ9rbbMNmqDHrut4PxL4lTeoshQpUP1b6VcxHH0c7hNls7KpoW9-lKNLYo2WXsk08mi3LtOyFi45t6cwmn06SkELkjScX2cwUusrwRHT0B-vVaLn_lqIBhci54D2nJx0TxxxYyyCdCl9AAO6BqGADtgUJXkc72b0CfDUj0GvCF7N8VrPkB8yey_QovN-ZDuIvyKCtVe0z2maYWxnRDC7LFKd6Q0gOgCj-H5n4bmYzjBFnYbwDsPFuQYyWrQNFSGHhoxDGzEWOrcHdQmZpKOpg2LnXSkOLX-PHPNbCQMww6QhgeXeoqNJKOjVCIaFmEAscd2FdomsRPJh8qB8uQrNq3ZyagywYmFIUPIHRW0PAyA4BJ1Fz2cbIkbYYQdATgJHlz_0NoLXhSdxieXV3-Z2A1pf13J1z_N8kUy31sgeYFaUsYhkDyK5800mUyyoYYnRR1-b2jjbcQzJB-OITzZmcyG5uv1ighWD16ZCttlp8Nr1RhLw8mQ0jsbNtZbWVXdrrGg1EOO-O0eBHyL4OzEC9RB8xQi9i8Mhoap9jmkjDxKmBC7IsQPEtOI44mtiF3Wo4nETEU4yz5U5AtzVBOAWI1W7kUjeM5NyI72pJdThEoNpKO3hAn1p-eKAwzsqpQIFqblenGjovsSrZndBle2-rcL&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/14367910/2a00000196a084b9e2f30f8b3407a5acc972/optimize,"современный, лофт"
291,"Компьютерный письменный стол, для школьника",стол,15869,110,72,75,"металл, ЛДСП","серый, черный",1,myXplace,https://market.yandex.ru/card/geymerskiy-kompyuternyy-stol-xplace-110--grafit/102876524909?do-waremd5=pYUv3q-bd-YPD71slbVYNA&sponsored=1&cpc=IlUvTQTGnEYbQK27jCb3hVeMo0xG8DRCVUy7XAFLvR8rN34pT2_2yZb3lya2HEJmBV-jGRU0vcNy23Cf-XJaPMNQT8DtHebxBqg3JHpcSIGkf1bNMKl6WC-A6HGnlLsAG0Ll9KK0Ia3nJAe1zUQP7kXHRA91S7zpEuUGv7DyUbWtsKbRD578PAzl9iM6HopFFUF5llwPjIpJdubnLlnotF7p3aAxVXyK-H8y2J-MGc6bmr5KZWV7RYUw7d0gLXgL5FmVzmhL4gS01Dx2sKK8A8NT_y4DHCk3X85xxyux-eHSW5a-7sRhYQmF1nSTnbdQif6hdCORzgdwLPGx_VYKcRy-GahIojtwqZRGZBeLuYvd6bIpKpEgNE4RR0RjQ56zYl8vLI8k8mvGMBxLC1K7XytchUY7TPC4iVd9uvMy1lCMQ8BvYhFxwkcaQVqxqLRLViQcpbE1Y2NTW62MGCvekWPsJqgY9309wA30GWymtfDkVKF25z9mFL6jNctzo65QarHAtYhDtHFvPfxGIOCFeS8wDpZWMU6oJoz0W3JivUhlbbF-WG1MGLHe4i7HoOZcf1-2QNdOiYFlGBgrJeQNdUhWzl1ydpIqElKvQ7jr9HKMT1p3gjG7H0x1eW4oGg0bZStSmX9vsiaA9ufAq-TUmmtrO41Qq4HAmRWXZ30apkFXIbCRoK-WfD6CTGee1H7Y4oWbi8NiMffPqLMsWcxnpTBFMEXR8sx0udXKGNJtsRwM6jxoEXlMU7M66K1IUzWvUkS0hRpVS_sIIjhQk2wQ02s_FVftxBNKFncSal8XF3954uJc2pf-H9Ai0jM-KElcFIEauWZRy1MeOF4BGTF6hIJhgtLIg8Q-35F02mSyZJbkbq6EXA7DyZn0MTXTXbuYdtsDiFbU6fthLDdMHpChL1OClr6LTX9Clyyk0Iqbc7nVDBc98HRShr7-qNZHuk-ssit1NNew3j1HRiolzdWjEWpg4o57TQ4QexxUGRQe-E7LhGN46pw31dzPRrEkL15HAGdtITafLXUVP60i3K_hTywJA0E-T2TblggV2PVXlp_FoZTw9dDT6IS8uJsZaq580PKCADDN3FkaWew-UAHbpbzBoOgT1GVGh9ityNGX8C1gJFrtw3A_GQEYW9GLNYr-qNra84CihKygb43Yy9jLHvXbkcnCMPnTdMngYjAr2JlyTESvZNpl3g%2C%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/15540374/2a000001983091f7c08405a2203a0a4a78d9/optimize,современный
292,Письменный стол,стол,9099,120,54,77,"МДФ, ЛДСП","белый, коричневый, бежевый",1,Scandica,https://market.yandex.ru/card/pismennyy-stol-scandica-khorten-120kh77kh54-tsvet-dub-naturalnyy-svetlyyblanzh/102069445674?do-waremd5=BTAItjpfTy2cxrmu6Uj3rA&sponsored=1&cpc=IlUvTQTGnEa82_Veso38TgUae8lUjsX4DUS19gMyv8drmLbBKvAlPXyknbmYfln-QRIgViq8X-7R-9a-oe5zQ1pdSUtpEEnjhyAtTsjNpNXrDqxeTGuHxOXUTiIfAkbAPB_sahN4R_l66AKUUK9QgsTfbWLQJMEeX_o3OWqhR2qw2ou6CTa8iaKtBI7svF228RnPqY9ARFfr2HVkfBkvjfDpiJl8pQrZkgaU4lj-nysBu0IXDLUyT12ivYZt5w-y-EWP0ghu2ZuojkBLcUv1N7BVW74KqXTKhO0afBsKcNsiXED5uvutiDGIMA4HWRNohVDgCPiCdA-_tgwrPhZnVjMBbu4szjvvKXzDwj2eqjADwkKVH8XEXGy6NdBU-qm0Ih2chxnNkT9N-EYJcyE9iS3Q9m5ZF5ohxBI1JnAQQq2qH_LAxK0Zsovk-C1rpfxyj7fNYArxg2nJu3k3l0LqkOHETTgXg6WnTIXPcREZGXY8pYONadSXwqUX5hVuuBCWdNx_vTXTPaiJhpXi9KMeFhVqAdGEtxg_1QLbj8LXXe8NkJci1GDPwE6TKyc9__IogCi_zkdTBwRptjzBGSAJU_imAK7ie-oNnRjG3yD9EHz7i9NP_bpuiV2jJWHXZmILy0l_KA5SkHCEzCUgeOaJj5LRD9UATsiFo2rZofd2t5mYfGEBLLRLHLMKVncb7fNRHedXoZN07xe94hdubqGTyKQnKZrLyD2M2Gu6Q_2-2Qt1i_HiOydzCMlyET6nG5QFgRf54i25sm4rA15OySxGZcNkFOuI7r-xncDAYxW54DotzxP_-KpDeyK6MVdfVKbOttlSo8gkRIWR9eG6krTzP7vLibF0xvMIZZTxdW4TkvjRtjPj8GJWHFOvbnp6bj4x_qKdTAHqHFORgPzzlijxvJANEEF7NMMepNlsJImMPQWgBk1FV42Ep5RzP0SAU3p0NAJ20JJEBqp5cI1CH3_RF2PSQbYwEJZzoAl2GQkwgpfzqvHTRAC-CXQTEE-x0eUU_3nzRC_wZAw-Nd04PPWpdYT48hpszqPn&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/15229008/2a000001965da462f7f567410168d5808d4c/optimize,"современный, лофт, скандинавский"
293,"Стол прикроватный регулируемый мобильный для ноутбука, складной столик на колесиках для работы, учебы и еды в кровати или на диване",стол,5261,33,50,89,ЛДСП,черный,1,premium power,https://market.yandex.ru/card/stol-prikrovatnyy-reguliruyemyy-mobilnyy-dlya-noutbuka-skladnoy-stolik-na-kolesikakh-dlya-raboty-ucheby-i-yedy-v-krovati-ili-na-divane/4723772212?do-waremd5=_up9mJvJOsEavgNKFpPgrg&sponsored=1&cpc=waDXF1r4XuKT9TCKVhW3LTRt3UH8nZYbi6CtG_nE-Ano3EW6HzsrF2L5X7jhNmuqiyYkfHKnC1uI_oQYKj6X7fhejwPXqKC3pgbMw_pm9NQQEz2Py91s9We1TonORqKkG-LCvwBb1I5o31YY9icfLBIXc7k4OrMNZMt0bF3TOy_VZYFCctwbSGZ28SDdCJ46_AStakNxNpBfqVzfMHxHxzhRNSqCGYWB0lmvdgH0M0twtY1r2xwC1WZ90u-lyfUc2masqMB_kqn5cNBw8SQ7KKyt0PL6ce3Y6ZL1ltsBp-1b9tf0EwmaRMJgHn2eIxIiTBNKKBre7vySiPB-pHAymeHyFlSDO-A2O4d_8TAyu_Mbn9maEvcAaAHdYV5Ozw1lpSKoWdVsW9s%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/17775441/2a0000019a180b4a14f89e75743fe24ceca9/optimize,современный
294,Стол компьютерный игровой геймерский письменный офисный,стол,12900,110,55,73,"металл, ЛДСП","серый, коричневый",1,neo loft,https://market.yandex.ru/card/stol-kompyuternyy-igrovoy-geymerskiy-pismennyy-ofisnyy-110kh55/4317413638?do-waremd5=1iEOR_nPLetDne_ffZhfuA&sponsored=1&cpc=8ee6Nhdm6mVdQ3a4to6g6sP87uWbZ7o4XKnPfTEV3lNjQgHVGQ_4V2ol9MqPITRGfeuDIo8QY7qpkeYk-Dp76468os_Qblvp-umw9KjsYmfhUev7_KAbGBjWXmwz0v-WsHzuA48i12ZBjyJKDu7OcQ_FcngNUVrx-dZc7yF0gKBF9CVaFkcjfmdYZW0xGAJ-mgPG-HrjUM_vYo6hU97XwfCzhj7f5NqwKm6UzKKVZyTnMfEUlrBJQNIxYuul4A87S0aocN6Yx0to3Xul6ZB6Z7v-Dtc-eSEmk0L7hv68Inle3jVVUDIM4Zy2PJqxNF2pWaHHmiUFUqMxI5sxnMRY_yJbTd1DzNj18f1p_gCqKlOziUwdmLwDjyz7pjjJQOopY9Xhj6nOMemLhDJJVGhZqtl8TR6f7fr9QxLZ0QWY_YaGaNxiu_c9e7pt8tLfql0tXvXmTGZplXgoCYvT7XwWSIKxqyk8CQYQMOV4kgZHEIrL27kuhOCSjI5GRnogr7L5fTWAcp2ZMeYga_vI3pzHLPIRx-pXTyZ_c9_n_RQbgaNPnq4rPESOV5GTNrWl_4tpfwlhlT3n-EP9VReVRQx83qywiZbN2sqgD3PAP3RK0UGcU9lIz-DByrLv8OCcGkVozVcb66LWOJAUlsiLmVdt0n6ZVwFDwiJFXwsR-dncmIz7Q9qWt7ry36ZrMNbZFlyZGZdm1n7kzM9jyz7nfM56dOX34I63V4qljXBn0nfIpgyR5QyktWkHK1xynlwthBlOuffMzV2accozPJs3ZAMV7DkARheTQ9kehBgbwWnaMdCpg-oqZ_-MwMFUBkr_GJ9eNYnTAB51_jHWYjfsHzPMojMR6dt1Fl0WQXHOsoqWBSYU6CwFl6Im-zYP-d8HwwbyQ4T6dEZOwK8vTh8Klt7x4Uoz5tWsxEKCTNXr32qkOOfD0E7SVf99LjFul-Osr5At65b8b2FqWuJ88dP6SODcXYvCQq32LiIDYfCxRXbE8-BarHnVbdtJ5bPrYA_NMfrIxKLnCS0ln4Orc2lXoQFcAg%2C%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/12018251/2a000001962bada2e805de10e0ad87cb5d7b/optimize,"современный, минимализм"
295,Стол письменный СитиМебель Хит-18,стол,6050,120,50,75,ЛДСП,"коричневый, белый, бежевый",1,ситимебель,https://market.yandex.ru/card/stol-pismennyy-khit-18-shkhg-120kh50-sm-tsvet-venge/103707207717?do-waremd5=7SYVhpKv7L3CzOh5mVGIhg&sponsored=1&cpc=8ee6Nhdm6mVQch_W_PwkGIFVB1I_TKapRU0V1n4KoXIPLvz3eClB5Gvnxx3bIAdBXHF77iCaji5iQMHyr5JbajvfVcnh159knItq5nLfKbodYeITgjseWZoGYOfjbWI8z63W-Qg4cl87u4u0BmfSW5NS3nqxb-iXduSqQu4PeDxXriBEpKaBcyHU-tCUFZWIeDPUDda3aWlj-JC8HlSRlMM3JuA7wP63Tt93eIvfwU-3J050JlSb_LhRaLsKFSs1vJk6p_vd59ZJJg1EdjVfQevqFIq6e4nWHd0ILzOvp_fUkagcn_DdBQnXKUHw4NJjqvS_R4y3CZ5KCrzf1aMnO7Ijg0RTnMUwgHasrxXx5OUaXepRoKx3LpU9YgDZLGLIZRpWpXxw6TqeR9DUi3zzvN_y8y8k_Lj8mIMHnWhmZyMjnax_g4nd0sg9s5IRGXr3OFDb_O5c8qkha5B5kvmOL9TMeMxYEVrwLN1UiuhQwRlh6moWig7HUB1iqbGjfParA55vYCzL4gefxHNzuTvmisshAwSISQxGD6ILI2rPb0Hy0B35Sm257JKySMfONJIxiC-dRfRtfy5DRx90dMawLj6XhW_oU7Jc_rJBE-6ePkCy5b498hknSS7uWi_orSGyDYLtwVffqd9uoyER3sk-8eg2__FgUwbT_Ge7PBwdaoaXg0zPaDHtiddtN0xsJepHgSlsNNf1Ay8Ku60qEsDHpiRjZYUXHcqNynRNYT4FCz4X7E4i3ONUr0Gq9GdZ07gu1LwiTA_5YEeESom8QrETTBTETVanFQDDOOPMJzuaS5VFcrkDDCK5cnXoCeMzIIOAq1hjV-bpgudoASSx_xjGBZAGh2XU1WOdLqT6gIR8U7XnsnYQOjWI87LYhv4EMKmUIxBdSZlRl8Z1EhBq28-AsELyXXaTyDhU-5amDoPS-DFeE2Ggoe_3wmwkKQZI4UN2b4xAcXkmXBacLo_IOoCB_1LV1r-EmDyKbGfTarQ8NSAZrzPLFt5Be3KaNfLSE4O1QG8tuCrktCNt5WG7SNEVI78PTkbq4P6MzxvJtFpIDsrKh5WRs3brwbkZkKG8vSW4s1tZivcUq3hkmVy_sYygKrAjcaHnCP2YKSFc4u790zLreHz7T0jl2-2MfveRhqu8XUyC156hdet2wgYnAmsIsIgPY4W-3O6uRlSEVLwOPiw%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5347553/img_id5033803011734112107.jpeg/optimize,"классический, минимализм"
296,Письменный стол,стол,9000,112,52,75,ЛДСП,коричневый,1,Volodin&Co,https://market.yandex.ru/card/pismennyy-stol-mebelnaya-fabrika-volodinco-ks-6-ldsp-1116kh516-sm-s-polkami/4599429934?do-waremd5=t51tSDJAqkk16-Z9jowj4A&sponsored=1&cpc=8ee6Nhdm6mUqiYetXENInm-GXbzuaSNwTFX5cdwi_l2l60PIl6KaAgbSTJDwneLEQ05Zp2aXjBHiMI9jGSdcYltUsxqOGuo5uMl4RIwkrseQiUtSLqJqA-Ufzcr6W1zfuvh_r9Y9zi4bvXcTYudEiHtPL8aIN4d8TGMIeAjKzYNR2TqtsUa1Yv_13bOXmW2Ldjrxk1j-jm7RFJ6rV2iAuW2Z9oiVvRoGP_jnvYWicHg6PJdPgbU7QZ3UPxbLzlTfkfsyoR7oqxEPUvPk0e7GGOdSnhLdDJMDyAnYlZFvWzHf4wH-Gckv2rKHNWm7EYH-UMQNJTb7mha18JuWFK2U5ebKWz05gc0Og2Mz-SDTKKODF50uouDNVTj24pKBxUkCB2NnNMPUvPk98uMpwhwYCanjrAq3Fgnsq5Y5i3ZNkY3jcGcy_H9RzLldjLJZLGFgGkP2NjXXAETVgmqwYWoduwlgdTYenaBsIqRJMzxho0bz3byLQEIcObyMB30ZbvJ9b005Uutd_nyMNzbpHvvNl8ICRdx4L-fk3ap_XszJkiWYz0o1YT2VZPR-rF1vvE8Yb8ktLG6G_NeYQQSp7af9cTOd4Dk8yYFMXH9ERLEWUKm9NtN8EC3l7uG874PywA5hiyz608gV5S--K8whETGKnVdBj40F3ArhHDpWrgDySOfy_GSJLa9TzcM7Ucy4T-mbh87TciLDVCqO-Sx0hV07_0WHxRNYUm7rJgGgZO3OOEYuSfjluUeuOD9zBvMtfZAxTQGosLJ0zhS7nKAQP8Qwi6hzsj5rMF-FehK0apN8cA-dRexnwVumjjcZAEpeC2yu1Cn8aQEjH5TEd-kWsUJPvNG1qp7HP2-KCQRkVc-9LVtt72nUSdGz3hlLc7ipbthHI8GIaGnWLxPkelCBXk_vV7k_2a2bSDTlLl2sSwcNqTxumFTdMHFHIEjxSZcDj7YoqwKLCpMUHyuu1USfoTqGyulKQUjn3ofQweng80Yu948URKit2qDLIRaP1gCC_Z5DcpaBe9DKtpDGlz0Vkk0v7fj79lmToPhC0qmYFyMb3lHYr8Kcc78QSBDgT1nQzHPwjHw2DEopbT2hCdWAoVGIeV1UsGuz6XzH2drwXTeR0b6QYHWf4hfJ1cIhYIIEk-EwXN2pWCNMqThzRLgBp5fcmxmz_KBjOe5EtGy986C-2i4%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/13750035/2a00000198c993ecd639ba88d0323512d618/optimize,"лофт, современный"
297,Стол прямоугольный арт. SC-094,стол,19611,150,90,71,"стекло, металл","прозрачный, черный",1,мебельторг,https://market.yandex.ru/card/stol-pryamougolnyy-art-sc-094-90kh150sm-karkas-chernyy-stoleshnitsa-steklo-garden-story/103039292816?do-waremd5=Ws9BemlMkA8I_EgvCqQCMA&cpc=b63O_671JT-pUMKZN4OXFXzS4HvaS05axxuYjuHrmZm-RpKvK_illjg-gJC5wGqMRCVEqeHHkD2pimTvSCyjXjjW6V6q32l70H0MgTWa3K8B4o8mJAQKfPlGm_lbpAclmALqthJEOKqhaiQ89TZ7azFug7g9AZwS0MibRcqfmgTZKj96L8zzHzPqrd6o8nOHuhISPnwJ7cqZEesIHOCaXKSmxGI2DlR7Yz-nQ3qUC1KvN-_Nn4kS9cRQb0DAKwPmHTXVPSS_cOYsIm2Sj8MolZE_IjZM7Qzs7QwygLc90OqJyP4fanqxSLMOH-WW9krT5fv-Gpev_bp4XRwSQw-BNsHdV43IwHh0XCLDQ-BHOYTE9-M46-0mN10u5j-FUOEy6QdHiyM57zL9Cy5iU3FtD6gY4w22gx9Dhj1LwYbgn-syv88BadNw04Aq8moSMaXJkyaGLGMIAMLLi8XMiP-w_V1Sjn10p3w0GOvNRyDg6BiizynL4Y6FdCKcKGWG_gJnwLdNdVd_s3YmMAwR_fkHkA%2C%2C&nid=60856206&ogV=-12,https://avatars.mds.yandex.net/get-mpic/12261762/2a00000193578e434e3ac85c3abe17a6c6f6/optimize,классический
298,Раскладной стол сокол дуб сонома сп-19,стол,3610,100,45,92,"металл, ЛДСП",коричневый,1,сокол,https://market.yandex.ru/card/raskladnoy-stol-sokol-dub-sonoma-sp-19-00-00013783/4562725689?do-waremd5=49F5iVdlpgw977RRpBO4pQ&cpc=GEZi0p-EJHa_MEXZf1wKkzcRNlqMrbSI_neKEG2I8VXcPE0hSchUQA50_R3XAFklShx2kjUzfAjGwwpMK-_e8ZEWKusBW8bGRLa9zE1mMYgYvLdUhkPNfLG0hlfvPORhvFKgp_0tano83-uy8jkzR1ITE85zXy3CuR-GeU9LA6mtqx9CvRe47zStSEwcnXVOZuEv6aYfcXseK1bJhs46_y_El9UspE8_PbWuRmjikVHKSLsgTBoAP1ykS9eGpSnrVcv-eT5zlbHpBqHR43lRolpfKwaV6Q_HuX629E5B1EP3naQh0lXGxCv1A-35oEhFVPmsvCCoz-EgifQe_1j3G1ENth_khNzJKK1T6ELkFWeyPB3L3pxjgh9R9mfLqaMx7dXMwNUeqRazzK3nB0qgkf09BxLP_BKBbXJed36B-SsL1QO6rlx0_IEUrI6jP0saZFV-bjkB-SsPHtiQE9vlEy6zyqQLg1TswtB7PmEJ7Y8_Jrg8CoivAMxSIqb3FJcgTj9034YzmG8hDy2-vW2JEnKvZlQaamYk8zGZ0Yd2TDJ5R9prATvJGX4poCJr-BAOLR1WTuM7CUEj1lCvRDAEliQYBq1JldVQVL6nahxRWtyJqX6Ki6u1MHmapYxbM7VFiXwDo57oPcm-mUGk2sG_lYl6qoPSOcZrhxE8VzC3MWM5xbsb54e37woxu_3EZr9wvIKmKjUSfFn_NKrlhoj20gzOq37WJk28SSKz_2jj2wXcvFOmnS8ywkQIOd0_deLqzjIqim2XajwO6PqhHnClZVPdhCZCbIvj4x3A7DkjLY3jSkYIPzc2ezhUJoJqMq6FRdm1m3B84JVcArA1JZlynX0vLVO2KNWNrFmTBpGd1mmdIasacbv-QSL5ZqaN3bgNElkWJE3g1SF3-g7V_eNA392kO74ay-IsxRR2paj0NUJU1z58ZVvUK4M389wNvB3NfWmwvv2u6Az2lrrl-JbN-NYgbaC8QD6ibnudAClDAfaMx3mZRXi1dQ%2C%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/14831007/2a000001986f296e83f27112890b7d06938e/optimize,"лофт, современный"
299,Стол письменный Гранд Волна,стол,33000,110,55,75,ЛДСП,белый,1,мебель гранд волна,https://market.yandex.ru/card/stol-pismennyy-grand-volna-110kh55kh75-sm/4429632127?do-waremd5=L_1OLcVa0OWWwlTWOs-gHQ&sponsored=1&cpc=l_eP2ivphPX4E3YRN0We7SEiFjCLCK5rlPPXh6pvS4qubOzjmXA7Bp1DwLRMHf9xc715dhKYOiYXn4CKFQpI1r5e_qrWYhD_QvdAfAIM4AgW1vqwsMDWt1f9mlnEvn1ag2N8nVu8YN9QaLAtLjnZ17SE2vhQiP_0UeEz5fcfJfY8Q5gi0NMpQQ8tpbk1ftdTG268xSNAApHNLs_9hB7hVO8AZkcUNOwBCHyTMwQUYzgZshHV1BJDu1MR_NcZH1gWYrpKPlpbgGRFad5JZBAVeOUXjokqIiMxNDfF2NQAw-3AJGh0yWWt-IJiH0TzwbMRWq2qfHNoPlVondlaKIDFpORjxI6VPXP_y9W24pGaBUnJuRREzVeuQOCktS82H1F8AoC3tncbOnHeYmHmLCzsqOd0zJugQiRT5U0yQ9ac3m7Cu81qe3xydKbd1z4rZQT5&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16454321/2a000001974011ce5e5e238cc356428e5e31/optimize,"лофт, современный"
