id,название,тип,цена,ширина,длина,высота,материалы,цвета,новое,бренд,url_товара,url_картинки,стиль
11,"Диван-кровать Аллея Прайм ""Вегас"", прямой, раскладной, ящик для белья",диван,51000,96,230,None,велюр,"серый, коричневый",1,аллея прайм,https://market.yandex.ru/card/divan-vegas-s-derevyannymi-podlokotnikami-ppu-velyur-seryy/101984890871?do-waremd5=9e9jSJcEZHlIGbRSbDtYnQ&sponsored=1&cpc=p15dh-ufUkIb301_S0viP0b6AKL9ppQ9nrKzcVmdUU21xSMrxyZ95krzWw9C8ZY5ZpxXLzTszi4ScpQfHyzKUEhTErLLXsBmyh3fw6yHttqfSPhhStxWRtmXUpV-iaz6DdTf4np7yGDda3y_Dc2VSRtyJu5WIPjapovuiKr1BzwtBYT_PTIa1KozbQkwRKrUypHGYynY2HFXK3YtDasDXsYyymolOTOuPXLifP7XHcS5e-cgvp79tvuynTydVDFgvIw3kima7LdjaqCe-ccJrdtkFWE0TPkGdkwGm6pk5jE555OHgIPAwif8WyXg6Kud_kxcTFq-LZ2dt-XSKlGsxwenEoKucC-u2NHcglYRdCiklPkQXGQusp5V2nzPJ8jOTnOGruVNXkp-Kk_YMM3Ezv3TpLHTAKqedoGL-NURCMWkSCbLk-5bhpzYF4m89euI-YEnVTulZdHKfsg-CKUd1w362aZEPhP-Hyqta9XZO9N2U3KPb1-vcm0I0hJpimIF3kZGArxCXIEby4gRtEfX2SOpRrlRuPfqUxhYNBMbmfkzkbqrjYOrMj8_uEpwBkwCeKjEgsh7MOI0IRVUT6tQKlkJuLygK7YvKuj-rPyc-YQ6C5xWEpLcWFC7-CLZhijybTOC9HO3OV2ItUUugib3_IxLbZYtmPlBFEYnpQ_B_-Z7lVjyXPLhXQPb9R1FzeqBC4jKo23WHdgDY2xD33xxMccxVr7t9MYH-eQ7GFhRg8GvV7VrklEEaeBF-8z9IiafodL9BRQ__FpvIzEAKNc9rXWdzuziEvByzsh09iCfhZ_k0QBB3x_6FZB7NE5QlxoPwyVSaIo750EDpAbNxzpglVmrp6rC5qvfF5g3RYxIyhw1TU5MTcFKliOTLAUC-FuPXdyhu_SopTDVcRdQ6EnvxFK6u7Z-lUwb4ntRclvkeOMk4HlUWmcAYJhiSvga9Z2I0UXSL6NHxl9yMS_WgoFL7xYSZzVloVD3KgaL-ygCaNqdrx9Fi04KtKUpya5dUmRp2pBL2xMESi0l7jyL7QC_vzCNTL2KUosP&nid=61984830&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5207288/2a00000194f05e85a1a9cb8fd3de7dafd843/optimize,современный
12,Диван кровать раскладной еврокнижка,диван,71250,82,222,81,велюр,серый,1,мафтин,https://market.yandex.ru/card/divan-krovat-raskladnoy-s-podlokotnikami-2-podushkami-i-yashchikom-222kh82kh81-sm-seryy-omega-32/103191093328?do-waremd5=BUnQvneKGMAnt7mo16cVNA&sponsored=1&cpc=p15dh-ufUkKF1HyEdHHeGoXTGJcMxWjUsJzos_9NNBmO9wbwbHwx5XtgzdT5XqS8Mgyzwtdp0-3mtATA3olmrvuu13p6RinQtojb723EkTV6weske25TBDaDz-OprIEh5i1o3NUkx0hXvGwusZeJsFcKUiu-ijTBPR5rq-sYRCMw1QZn3lZbNcoeNuxWXVgmLiCDqqtrvx1mjHJLzZJMqhARHzmXkzetKbtLGCWWkQkk5G-VVaAllumWbE4A8aCFdVQ5R6v6RNAuyAvirtIyAV1hlV562GxyTdvOqu8LlSV134E4EkPmy4WtxEjY532vHfim-JxLVWhZ7OjSyn9zgAz_4qlNab6W4FG_4RALickcYwQvLEEvNdOOa4FNOu3nrGzAW3WCvP4FR060dU5EjOoTaexxYGS4VqvCbT_weTw2RveoCOaQwNAOAABBWO2iPgk8RbuvBjd_NHi_bn3xhN_n3P4G_2A-CVW24uHUjArWjxbzAqlgEF5LaVF9cBy32T1TvkeQ8dN9ZIxWalbz5z9bzuodaC3ILZ9y1L5bq3XEMRzfvr4tPdaxu1RywSWsdganvmEi2YS-gLkOtmYMjoEXAdZ3LFDNRPVE32H_9d31xkw7pvd_kTNCZ7wgTNYpaa0V1juqC5tBu2tYMO1G3k_2CcRzPxmOj62qm7VRbJ_Mei0Y3_0_mNbGuj_dOPLszr_bwRG0MBoxWob2joQsDGbfGLZPdW6nZJjXTaf3E6kSZLkt1i8Eh-VzOyKmMtiPZMqdTS-pMuJWaxA5OLBNZUSwM0wGNmmuiB6NmlODazlXBq2jjj0Hg9GaZVt6iBhf-XNPJ4OgC5u1JBJbjNnh2R1BnxOLhhPYJ9lO6pgV8M9nHC_1fQgAD9_UA9N1lAI-qHQxzd9-8Udg0adH3Rwm7UFlUiF-4bPBbx_m9ki_IgCuJkvhGMmMWkPHvJpbanqHpR4j9DevJ7G6wjGAEruUC9IedNlMgN3BGpKmlP3XYpC4vzPOuT8ZWOsdToCrkx4yWOqyb2Qi38mt38N9Bn6qeA%2C%2C&nid=61984830&ogV=-12,https://avatars.mds.yandex.net/get-mpic/14220577/2a00000196d8d05f879ec816a3b4e8c59a4d/optimize,классический
13,Диван мини Раскладной с деревянными подлокотниками,диван,37000,100,130,100,текстиль,черный,1,аллея прайм,https://market.yandex.ru/card/divan-mini-raskladnoy-s-derevyannymi-podlokotnikami-130kh100-ppu-velyur-cabrio-chernyy/102093392629?do-waremd5=aL6h2GcDYnvy1ZBZFiOvhw&cpc=p15dh-ufUkKIO_LEqV8L5eBrUTVVfBE2aGVlisVW6YBZiT-yFp1LuTAu1IrHfp4dmRTipyU51-wemWrciEykkceSszQACUgINOucBjR8UGrNP-cLab2BXKG76IS1WgDg3DdIP4pHBdqorXQozaKdQlRAXxYuFoCUfCyKiRYR0WMg6aZYsSnLlLffgIuc6l-ujU_8mFEsdQrmtDI59u6p7JdIWQLZqgJmnT3tR3kAl8hK7-DSakPCWijpcjZGBCWs05c4U0jXZ21uZIuEWHTwVyGFfbvQIqNryhvvTP1ZBqs0unyc7BLKz5Fz6eNJ6Uq66BrnfKBLhBpQjAQ-fO4-qSyP_gLH4SPBFLIry1TU-35qCFvFxglp0AjCUqnypGBr4MmjgAnfsfYhzcYYmlKp0nP9AdpkSk-qyayvlK3m9nmnqjPB6BNyPrRZF5j1Uqlbu1CGX7EFFrPo493W6z2ewKtZZ-yiPVju83o72ipdxEZJgpwZKMadtzUUUgEg8Q-6dVnW_GW1bZ5qydsDRLqsDqvhrM_BYzhzGvD73ru9RYaipl6k2qKoj4CO1nQCPk9oJjNRNXb6-cFc7uTfxqcONUG0Pj6JjpmF0SR1bpgCd-CAv9UPU34T05fy3wgWi7bRcJsHKeSrMUepK_NmVba9jn-ITm4_82MZY1_CnUkNid3qy_cqFX7MCXv71OP8YeW1shgVEde0LRut8h3mKZUTNnrxE9lvlJfaRs735IKhktdv4TTZugMmjv1nId2hICE-qmps4xw9g5m7AzsaKUi1XSQ26pyGryMskPj0Z5RsSVSU_zEaRqPPt4n2m0rFjnofTsmz1Y6I6jolXpYc2L3kyAd_Spk3gkWUxd19ZrmsG5zmavN_VUAgg_UIroc61K8tQ_CUyc2iIOn4Gd-zjefYhMcLXuoTr7hke_ZU6EFXzCJJpMNyxolScPOjqviK_QC_BwctF6kUla0wojwQ8GqNE7ekVKgqkiBqxOkv9xkmBtvBD40VCmpJhF-cnNysmzLzVrIZsR7_rH67NCJZBVRbVdjnWkb3PCf1j45b_PlTqXYMOA6_yElJuH4k3DPkyXmbjoMB1HthI1q7ygC8Yr8m6F13pd9KGRwlo0IewaGjctouKCNw5n7xCXuDgrdwDitLJIpnLnZg7CvDjDmZXKqlHw%2C%2C&nid=61984830&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5175047/2a000001951e86bd4506490bb968e5d705c5/optimize,современный
14,Диван Комфорт,диван,34500,92,210,102,флок,"серый, бежевый, коричневый, салатовый, синий, черный",1,торг мм,https://market.yandex.ru/card/divan-komfort/5084286651?do-waremd5=JpHovIk_KnwfAE1MSHBPzw&cpc=p15dh-ufUkLJaH9K57BOSjK3_WTBpXqa29m60zApHvL269OuWH9ptW0kiQAuboXImcfy6qmyoVoK44K92X3q9PbcazKgEJobJyuxvPMYI5Bz8tt_Wm0VPMXYJU-2PvlDq-dhUs3uGyXrwRA_VPofICSaqUvZmVtyQaWVSBL0qh28I70FZm4YLQtkVZsrgXrjkH6f2_Z0KL382Krjndn9vI0u4n6TtOw9EgrZW3RA66bg-RRd9R1VDPAesbJcXs5bARz04rdDBV3DtHl-NYpto5Ppl0gs8iQ2k5RZ1tNwW_YMs5gpHVt6f7rJ00IA191EpQFvP68hJkkEYpHqfVEKlF1DNuSw8kEEkDSyxdHEdRqgMD7XaZNt6Hpwcy0qbBWlfQFGQEvmuCx4ctVbm3NSpJ6vX8as_672VA9TfJxBqmDvqfVNTnH-2VtesIYp6RkpFPHHMpxZeR2OwBRQhTmvF9B-VIiLB6VH3A3imxdqdyv3R4kmOMju6WKDg1YX36LY7ZhqTm70k-tap3LLKlmjVlj9BUDtTatYzj06yx0dleQ4aSaJCcTf-4T_rTZvetiJxFigdN1o-28721gSO-UXE9eEEF3U0qeeMeRJILhid8RXBLlRHh6iW59QVviY454TG8hSPGKGQPOtIUQFBB9uv-4OXqn-HvGCcEJiJrpTdEGBt4i2ZTQ7Oe27LDrMieFtgW7-RDpxHntgfWU7NG0qJ9F2_hix8-mDiZ2INV9f7moPSNAsZL2JV2_WrXDfvPQ_d8Ya5UfsnOgMtQD9Er5dA76IQdhefMzGWfTjAx5-sujnPG6s_cNrIttLDOZEnmM3w2ccQDR1ZRjsqSlo6XWMrwg3j-GUijdg3Waikx1POrv912zZnjW6O3Lus_-v1S22nZzyuwbERFjKf0bvryqjwTWjVy1FtMlCuWOkAoo0Eq3LkFD4Trn47ejO8twhbuD4wpDZQgMDwqQ%2C&nid=61984830&ogV=-12,https://avatars.mds.yandex.net/get-mpic/13733939/2a0000019c1065afeb78572f0fab38447fe5/optimize,современный
15,"Диван кровать раскладной, еврокнижка",диван,29609,95,224,80,велюр искусственный,"серый, коричневый",1,mnogomeb,https://market.yandex.ru/card/divan-krovat-kapriz-yevroknizhka-seryy-velyur-kabrio/102167394550?do-waremd5=4u4xxQwUSHPCrpI1wN0AIA&cpc=p15dh-ufUkLKSOunGSft1RrRpDuX_giCHnt34khDJdBeiyxVLz0Id4uPMccL8NeXQzAo4Gqezy_vCs-wGIWYBNM1s2Wv4JEJ_Dp2bR9n0-RDgLAkeN8oSX336FlRFc4xC5eIdhfpi0iSC2_y3l2bnXoi4lmvrgeGyzBAPNII-LkFo4iQBmFDD3TLRVQBbLJVip6yXY3a66kwDKWTygLpBDlmHEwOCZG2CA0Sp4swfQB6GhQx2W1WeJxeGvQ366yB3n_Od02A-HCbSlBQgLOzYgwO9WZyvN67-q7nVUO7Rqfy-NdNWVBsVeUHnnNJICeJsH0FG7T9QS8VTZxzm-dOC6OtknKkMGFuJvFUXdDql9PAPb0tPPJns6j1z17x5C7LweNy3MkqgzhrzStRNQSpSEkI1dVlX-qS_sJYrvJZns9C0RM5S-IUVfbNOl1DZ3wIjhtM4wnRzqE8Ltot6Lu4IBh2xb591Cjnai6oHTntHDYzz3MacjnjwNTpcHk1R_l121QSH20fasFzXsOpdABMXDzh-v6gUutbPhJ99gkmvxS3aUo9unPXZqQFrjoxUdUmTLso8XkB8xoK4HS0fAkLQAoaegnvu_t1sa13EIfw4WF9wd4xKZzp8qBX0Jra3MmADnIcrd3qDFEiz0zMmsPUX7eA2xR0EPxEMXrgTDPfJs2PxCNZCJpbJ_D63XGXUIni-KRRQa3fYQIh080NnMbHu6tNtEeww0tEgbOOz3ESsSKQeRJZqISk17VgeEnKkgB-Q2AmOwu9gN3p9cAsbdheH-ILvmRb9UfYWNc4R6kScMDbR7f9qc6zA7aSYkRFtLnma7Gs-UJgUCV7zW7lUgFhYB3-nIBPAzNMch_yZWVrV_s0khJV5cjr-VyiGlQjK6NSg-UorROfE6O3nDzs4RFV5Yi0iWQ8hVMONLZPRwCC4qdqOp28zsl5qyEAjlbm14fjlzgmAydwEDL35EXbR9A6-ywokXZICR_PAYy6yB0ePUqvM0X1lfXgkMNOY_ChbUeMA7V5kdWZrKfOM7V44oIXqIqtC6qludazSxvyjSspCbgSQKyIEHi_I9IpAIgM0bkmmyggxxL8-iNt9gzuum_e96EmBO4uphf59SqzuhCbI8XDaakZEhbcnAaEPf4xH1lX82wAYH1rIhIQk5VrONt9OQ%2C%2C&nid=61984830&ogV=-12,https://avatars.mds.yandex.net/get-mpic/11486996/2a000001956431787c528ecbaeb63c048bca/optimize,современный
16,Диван мини Раскладной с деревянными подлокотниками,диван,44000,100,170,100,текстиль,черный,1,аллея прайм,https://market.yandex.ru/card/divan-mini-raskladnoy-s-derevyannymi-podlokotnikami-170kh100-ppu-velyur-cabrio-chernyy/102093392630?do-waremd5=Zw1RHbaQIryn5DTtbAdObg&sponsored=1&cpc=p15dh-ufUkIQaZ30aTXcrkOsv4E_5zNQMXvMkD3kyV7_X9mbhY-z-G9Rh6J8GshBLyYMjWYAXPLRMoBrBu8n4y6Jhd6Iw4SbVTeqqJuZqrP_pFPv-6d4HjcMThUa8fhzB3BGD01azXxR1dSttQc8V7Azn9dZ2vO1FCHYRjeWhF2IZ5hB44AiVVSUmfRe8mkdxhBdftKFEgs0wVV0ffEsWEXmoiGXs7UYXV_CjNYMpvQFjHuiz6PJan5tWhtXI1lp8UwHnqXuYJfsgrvzKyqIydScB4sDMXBXxAAphTQ5szW0BLv6LdQGHBtsKMOU216ZXzif8J53DhTSt0tQ2c5MPsaldMHVelxoqpRpK95ig1dY3sazGttZfCdGF43g66j7tmVzMsptL2Ax_9-8UNMpErKEcvAHbqJFaqhR67K-MKItCRpund06b4UbiwD_Js4SrnBbmm5dyS6c2Pebi8ICkcBQexfevK2A6qwaWskdPWJO-3NCO9KGpM4-Xl9rEYM7teA-F1mSaYFF8beZuf3VDhOC4vc-Mk35CasnadCwsEonqUFBjLXqKNAlOAA-DfI2l-BvOkDqRJghS_5TbQ0PzNYsMjD0Ao2zfdoKpz76H0MAwk9HCGN7ka2hNDoTnJqYLwPtDzDZ9QYhlcZLByWYukJ_jSqGZ2VVB-OkNnB0O77hHchmIVlTZ_rLx8ye9XldLhXt52MZQYrDYB2cqpgEQMf6frDr8_zPBVCSxPCCJmOZp8KGEUaAr3z2-jM960s2q2vr5BDdK3jOqyzAzxkeFtB5NH6eLNzGKilUardPC9r7RLRi-Jw8Bvns48q6BBJR2oh27tGCwRfXCKuPjfouuDyJpXvjD2EheENVfdjgqDjFwRut35dx9q2gJ7wzhh6Jj7DE58wN16f6g-uJvtKmhe4mkcVoPeoNi2zZUGsVI7TSmxsV9XV-L2gGNkKwG04jtdmpZsjkSFxtnjb3mcYlFCW_H33a1xYMWubJ9rLb0wGshTT7S8KAKtI5nQFG2mv3UKLk5Na71Ol5fB0baDIPPQ%2C%2C&nid=61984830&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5175047/2a000001951e86bd4506490bb968e5d705c5/optimize,современный
17,Диван кровать прямой раскладной,диван,17900,90,210,90,велюр искусственный,серый,1,velsora,https://market.yandex.ru/card/divan-krovat-pryamoy-raskladnoy/4708051755?do-waremd5=APVJSt5ZZdU2x7j0IaQ-zw&cpc=p15dh-ufUkJc3VLYS6oL2ggVuqKi5m2XcCWzvvRcJzfVVsNGKwTKWzQzezQFtMKgmvafKYg1JfH4s70eJSLn_JLHIO-jLAdFqO3JxFF6s6qrMlennn5mz-DF7m3DHVWKzP-C0gGrLXdPdM7LEX217PednJLPghj8ec3XjrpGozS7lRhtothD2dclc-8zvHoN37axv_FAb-sc7X22k23WrUgOHEh199OgPB9BuydVxSDq482Z3mRd7w__xFXP9uQ8CKAXxlO-IwiCNobgQvDhKW9Sb2eH-35hY-i02Jh6q67bApmtsE3S77JvShUsLOvTw_2QJthv0kmB_izKx8jMsfwjvn488jnPGQJfq4vX-FFfrGaMDeyHCAgHiW85St1xH3UWR23TBP-ToqwPDbKbY_eU8PjgV4hK6ciW6N1pfiwOzViZdWzPBjW-4NyZZ-wTN6-yVDkXNHQwqTOwqGCfS_cnCqGpbAhdIMD5XPF86wWFFhQtcgzUvYVi2pi1OvgC88D5kw_gtaR4x6sDI6EMdZ_-BXiuKkWcv4oU9H5BLHWuIWpkxvpq9RrHej7CNJaExHFIi6T-y73xYqC8voKYpOb_R29Gvb0oqN28LgPqOu-I7_UHcVwS2WTNQsYgvFbf-CWXyuR2ciOZMgh_YDDQ2SsR78uwUHWFdR83nHhK1MCLF2wJSWYK5iSGkWxZ4mqaCNq7PVkH1NQLY1qMs-39cuqNJDmAS3roswGqORuggXATMmU2O6xDbU7557f3-gBfvJQwH5HLuRHlL2sK9rI-Gg7MOFWHOfKD5GFjJkWY1u7DnRwUXBr2VAjAlRcbqRFW4j09KemHNpfRQPeW9CPK0N7xqMdudZNBw1q2IHTXLd-TjWu7aHPW2ITlQ9IrCag2ooOM_EKCa5jFDdQCGzWvlotxcMkLyq9gxUW32VbFuhQ_RxOCDvh-5clgSIyhXbE9rBvzCZlNgg0KKzw8V7CelpmGvwjJG5kU2_gsCtZvIfgcrMsos44bRHRmQQoErhlorLUmtAJ0olY1CP-QmpHqauj0NaSxAVJ1Hf9kXOsq46NMeKgW6J8lNOGjDiXks1l6F1lw00SnAPnS81t5ixzHRPNmuMHMjaFKR1DBbP-rzlsYmqCKg16kWzqhHZrvZkm6AwkwWWyjXzq_QepS1I-ZNA%2C%2C&nid=61984830&ogV=-12,https://avatars.mds.yandex.net/get-mpic/18210224/2a0000019a061866e78f140c827e29879a71/optimize,"минимализм, современный"
18,Диван книжка раскладной,диван,50000,100,210,100,бархат,"фиолетовый, желтый, бежевый, голубой, коричневый, розовый, синий",1,диваны стайл,https://market.yandex.ru/card/divan-knizhka-raskladnoy/4762339208?do-waremd5=G8pI9xa9STox0TD_PrChuw&sponsored=1&cpc=p15dh-ufUkIsjVct1XRjYBS2E1x_4Jg8cg4DS2b3FldES4geEYjlW5XaphJmBng7IDiiVPZcYlKYyMqqmeXKgs8GLoZAThpwGgBhcDfd4_J2Jv9JPPlAE233COYngu4VMVcT7SqmRgHFgbWNZYLHJnK5EYOYoPjMNT3eWhyQhm8CvZIkWETRCUQIcOpdTw6FioqY266-1h3SgWyd4kCz41nWsNx-rBqTaGioXxotGiq3xpkRpu0iyrx_t8WUx2G2duQ6l8aGRIzqb6SKZUszFWv_DRPIc6GK-6d7VWbYjUjroDX9GsCw1uFF0tQ4nJ4uMw7AsEWiABeE0bev54A_KEeXWetuqsb0pzUUus9vh2YosTjby6xslNxFlVYuiiS3zA9Arms_8lEKvRzE1hvNI5ceAG_Z3dDTqUK1fakg3DIf_oSfOIRCJtPcfcT5loa69y8XUwQ8JZCP3_Z3YJes-9hx9BGq9k677glMd5sxHBz_kuLAd9XudyHXomAAYVa6tTtqxoHZgLgZ-MSNsBKIeBC2_Hoh8CN6xQWGIVX2B-hoNTu6Wbw-RCk5XTBTNAoeTTDl2jNR7id8Qw08TaQSn1hIo1PeOv1v5Q87jksD9-FUw-HSFpLAazWtHBSZ8TxCwiCJRHYGYFELTKvP6hlsmsYlHU7ld8SMmxjDjvWFiaSrlhjgrjNUwdI-DQw9w6Hm3o1LhhVRft5Z8TtEwzhEGaEYy6PX5kd1maGo7eWQxqUQmglJFDLvS_sI-Nqy6kewspiEOj3Do1HvT3Bmn1mlw1LxmGA88Fs1TpqBustURDCan4OqDsL3_6k_fZLJ6spAPXgbEdiS2QzEhEZlOaa_KIGdCdl7bLaHMnP-7cETUJhAN8WgRK5VimCOm0afk2GnHgI4kanQBBlnp8WRwQUmaS0TBSxFObcihcl33ohkgtMtG6MvHtoZCuX-ml5eF7bE4QBomv1D8qx5DxjeBbaYbd8qpZ6aakuGXCTxssKP1SR4PVkQU_CYlOkYMNizmkTU&nid=61984830&ogV=-12,https://avatars.mds.yandex.net/get-mpic/4345877/2a0000019a7ef323102427dbfd75fde0bf25/optimize,барокко
19,Диван-кровать Каприз еврокнижка,диван,27932,95,224,80,рогожка,"серый, коричневый",1,mnogomeb,https://market.yandex.ru/card/divan-krovat-kapriz-yevroknizhka-seraya-rogozhkachernyy-velvet/102167394525?do-waremd5=KWJ-xp0eAA8IvMxj1GL89w&cpc=rZad1rC482QEGKGtak7saU06QLCffGPTEtCenXRU2mSaDZqVNqSvr05DfcvPJlJxCOGxAdU5if18IDufsKeG5JiQET7VRuKCNNdDudaEefZyp6VYRLCwJ97YSCYum4nh20Dq9gAfuaw2UnP8kptUYNZTcEl7sMjQxkLiPDg1cSmy45HGeRa0oL1FrTEVsjPep4iR334lun78PmOjk0-1AkrwbYUg1zWC1WdUeMGT53wjPV-qkU6TK-Z6jDIz0An2UdesTpASOC-1RNKxKY9hW5ETCsiXb0AC_zZWNEsTzZQyQtryYYUXXWJ9DqT4SafD19T9zxklbB8iTAqTpkJkFJbRHYZEug5yh2UREPPOEoMwl98i4nacbfTD-kVyrWIqarYMoCkezA3v7z2iSbyvnPYxg_hZ3IQ2TAYzYDJp4V7CjzwR64Cxp4iUs44r5RWdG1ujyc0qMdYANinKwAvrbCdQ3ziwCYItvxfUd2LDyi-BZYY8R-FL8tJ_HwDArplj3Q2irHV-Aze31HMGjmNd__FJJ9-7mHoJkGLf5z3WhilY5iGb0Iznj-VmXxZqQtdEsawE6NyvL1W9G-R0c9RrvJK2nca3OQBP09MtBkdh6kw%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/1582909/2a0000018afdafb0666dbcc0bc57825d9b46/optimize,современный
20,Диван кровать прямой раскладной,диван,36000,90,185,90,велюр искусственный,"бежевый, коричневый, шоколадный, бирюзовый, бордовый, голубой, металлик, серебристый",1,velsora,https://market.yandex.ru/card/divan-krovat-pryamoy-raskladnoy-1859090-laos/4515856964?do-waremd5=eQgDwZJB6csNBLoEK8GyNA&cpc=rZad1rC482T0VQGsBXjmBY0UIuV6ry5JuIPVmV7mYGx21clXwjq5x0wxlQtd9wwDovFttCr9zmapg7Lf7qNN6wa-W11aZs17azZaE7bPzDvbx1XJewhX09JAGXx9j98uBvL1NGsGx-bDlHFpLjZNvXLBMkplpGHD8i4mxvridBI0a8s8ncHtoiEHqQKWRovUZ7mdOfIFWG4U1AwvMC8Z4KC2iml5SQaDeRe8pXyJBraJO-rh36JdzPHufD4Fj_8okWtUBXLa0CcjYguuKJ97kKjNVt1vPjFdABTiVsd3tcDW5HUAuOvKkDbUcGQfS10gPoVfN24AzopqhbmAfRjHCgBxYh882AowaUaMriKWVRQOAJWK31ak7MXJY6CP_Drt-Aoh3c3-dkqHGiWgn08BI9SPVG0YIhhdNrDBThFPEmUU4LwZ-hMipyYAZdbXnI-SFiQ2rVakQVC_N7AbDspU9feCh3IEwYQztTQUa5d97El-PW1E9fy75RCxjRfrvyLCcEJNYLHq0m9eTVU0benX3o7rYuJR5-RTFkYGFLzIdZInfp6nqAzODBfWV2Ml-sMQgVKocIPdwvrwFUIM_3lxTr55gtg6_Bx_xWV194Q3-BHsaBgI9JwOpKbsfcUh5fZTNfTrerBqFr--oTitqJiHcCzeCnWoZ70fi1B_i3BF5QRR1-ii4fg6PRam7wFODO6N0WGjxQVnFt8LrlCKjVkJpMm22KH1SX62iyz711n22xRIm8YoeJ9obEjz808BZrCwH0euZeJJDww%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/11520282/2a00000197f84eda00850a3f39589fee7d71/optimize,"минимализм, современный"
21,"Прямой диван ""Мадрид"", пружинный блок, ящик для белья",диван,35080,92,215,90,микровелюр,"коричневый, серый, синий",1,недорогая-мебель,https://market.yandex.ru/card/pryamoy-divan-madrid-pruzhinnyy-blok-yashchik-dlya-belya-korichnevyy/4313141324?do-waremd5=rIxOoNXJCECcDuKdb2cEGw&cpc=rZad1rC482RXnhXLWK9Rucwu9v8IhPuk1WwgbqO_Ja8xN_XkFuHSrlJ-fGvO2PkFpMY5DUV4Q8T0QuDbsF1UDD0ok-ZRKye-DRbuEd-YTnLtDDPj0UEGZn-CM01lQvS25y9pXaLDiGtJR4tw7ED4Q_bCQhp1w0xAUAuhmiHQ4nfu3QDxJ5LIQeOE7KcslfNqdQhammkKdFVBk4hafV_kH-nDWUjAXIxjFcfawf6TK-WLLpyQSSup0PsJUQpmOvtc_4FlG9I3_G9-qn9sWWhWIV5vE0D4-7bHHgVpRR8QvrrfG0CPkln0FBoNYhE_QsDO71Szi0arlARNShfFCcLMwNSyInWPXsiBq0kjtZrGOVjG1zd6we4_0QAwHpbkrnEdlj3chMwxOQR0ywAE44hxtKOPRPAprkvXnL-rERWiCuA9Ppq9vbD1CHFA1K6qeS1Y1nCZ4sq46oi4TI5sbB_XNTdjSz75T37RegqECxJ4yjpnnabmHjC8Xg2dCMIJfGnG5OxvWaFjJWNgj1BVUEWi7OVgyt7B1KzfjRp-Ola0DE0Ex8fFf_-Uf3LHVCYnikCmRYPcFQyZvqr15fUuJcn2KqEQMVxt28Ug1k6TOQeHQywtEXIoD_I4Wx_uGQmuuej_qrJG2PduloepEFrYYEhJbxmCqVvXMc8axJBqegPgKtl4OEIJvoowTo7CjYfTg7TYpvhSsR81VI2n9442KhDHtDCWjzoxvxJf3ugoXy9HGiQQqbOiMJSZYH1Cq3Wyz5drC8Gu696yNVrLmyrSqqCtRA%2C%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/4120567/2a00000199d3ec0318d825e8aa37c80a9a78/optimize,"классический, современный"
22,"Диван-книжка Фабрика Комфорта ""Плюс"", серый велюр, раскладной, механизм книжка",диван,56000,95,210,95,велюр,серый,1,фабрика комфорта 24,https://market.yandex.ru/card/divan-knizhka-plyus-95x210kh95-spalnoye-mestr-120kh190-seryy-velyur-na-pruzhinnom-bloke/103343136995?do-waremd5=VYQCZ1tzrmGd9UHS8_B6TA&cpc=p15dh-ufUkKVnFFavDHM1s-kwrRig8ctNsX2WZrdlVQrvfVWeovsw1aqdfNcE0xB3Dgu6211KZwLT3vA7znRykiC6GVTd16HQ58zzcLJ2KMaXQq-uGCz8z6BIzvwRT6WR5qCKnRxkXJe9kNp7GCQJQOBi4vnVLqc6MlDHEhlhT4sXW-Wd-sLxKaFXnmC663p-mL1dRCkqW4RUmSP103stgAslsJJZIjLd9WXZWUPRQsUPpR2mA3Bo_Db2o6oMMZOyW26r9Codv8196hAGnM0BTxp9iI3FLWfS_5kIZlAO2JhTyY9BeLBHmDOrchoMivadTqYFDZLDOpBjpLVAktbYxeChfQYvTG_65lsspssqweuK1hOFf5OrK5CLn1_s2-FmiPqXiS6gSZRkl1u1VhcimlL6g4Yqquwxx38S8E1jHyVl7to1Hvq1RGJeLl5pLYAyKdlHMYQMkFc6dL6SKWxbXN9ZE5-YOv82pEXyLsTNkN7Cr4F0DfxFlqMlTF9TwSONN-z8pEszUPLC97-3pMOpwVh7sE0vjmWFdJt40aXXgLoS_CiQUSlMTxnNGAlESsqMq7SUGgY34dhvZXhq81jTSsS1OgRKiO4SEnZvS2d56KSSCyxAqUHsPQn05XiwtwfE81bVXuO1l2ofEYZhJXe3MDDkuWuvr2_1WyoQmyGsd6ALTP3HGrZHxIS6U_LLNpNPqvgW4yjELGGRv5cChUWk8YuvUHHCuVSEzOwG5zoRUWWNZ3J4cjwv0TiHr94qSk2U2tzTAPFEjtCow-dhdL4iWzueKSysAFxJsxrpPa0nrwXJHI9ufRKp-vD_ADsvLbN8FWaxCOipcqfhYf0StPKflVxYj_6MCCL-71DNBe4652204d4nxK__cP6WWj7u-Hjbiv8ACQynaD_eYavzH2A6S2SKlRv7dGrTzKzE1H93Cb3bbfWy-Xn3A%2C%2C&nid=61984830&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5228105/2a00000191ea292e83769500a99aa6c0cde6/optimize,классический
